domain,open_page_rank,referring_domains,status,concentration_risk,concentrated_risk,ahrefs_domain_rating,wayback_snapshots,stale_snapshot,Has Full Words,Words Found,Comment,tier,composite_score,wayback_first_seen,wayback_last_seen
physiodundalk.ie,,,not_found,,,0,,,Yes,physio,,,,,
physioennis.ie,,,not_found,,,0,,,Yes,physio,,,,,
physiomarketing.ie,,,not_found,,,0,,,,,,,,,
phyterberryaronia.ie,,,not_found,,,0,,,No,,,,,,
piamargot.ie,,,not_found,,,0,,,No,,,,,,
picka.ie,,,not_found,,,0,,,,,,,,,
pickinggarden.ie,,,not_found,,,0,,,,,,,,,
picklrs.ie,,,not_found,,,0,,,,,,,,,
pieholdings.ie,,,not_found,,,0,,,No,,,,,,
pierce-connaughton.ie,,,not_found,,,0,,,No,,,,,,
pigelettoknits.ie,,,not_found,,,0,0,,No,,,,,,
piip.ie,,,not_found,,,0,,,No,,,,,,
pinkpilatesdublin.ie,,,not_found,,,0,0,,Yes,"pilates, dublin",,,,,
pitchlist.ie,,,not_found,,,0,,,,,,,,,
pitsstop.ie,,,not_found,,,0,,,,,,,,,
pittsburghsteelers.ie,,,not_found,,,0,0,,No,,,,,,
pivotpoint.ie,,,not_found,,,0,0,,No,,,,,,
pixelparade.ie,,,not_found,,,0,,,No,,,,,,
pixpix.ie,,,not_found,,,0,0,,No,,,,,,
pizzaacademyhaven.ie,,,not_found,,,0,8,520,No,,,,,2024-04-15,2025-03-28
pizzabiteslimerick.ie,,,not_found,,,0,,,Yes,limerick,,,,,
pizzacornerballycollin.ie,,,not_found,,,0,,,,,,,,,
pizzakebabedenderry.ie,,,not_found,,,0,,,,,,,,,
pizzaparadise.ie,,,not_found,,,0,,,,,,,,,
pizzaworld.ie,,,not_found,,,0,,,,,,,,,
pjhynessons.ie,,,not_found,,,0,,,No,,,,,,
placeabet.ie,,,not_found,,,0,,,No,,,,,,
planetireland.ie,,,not_found,,,0,,,,,,,,,
planmyroom.ie,,,not_found,,,0,,,,,,,,,
planourwedding.ie,,,not_found,,,0,,,,,,,,,
plantbunny.ie,,,not_found,,,0,,,,,,,,,
plantershop.ie,,,not_found,,,0,,,,,,,,,
plasticisnotfantastic.ie,,,not_found,,,0,1,1678,No,,,,,2022-01-25,2022-01-25
playfest.ie,,,not_found,,,0,,,No,,,,,,
playfulminds.ie,,,not_found,,,0,0,,No,,,,,,
playlistweddingband.ie,,,not_found,,,0,,,,,,,,,
playtabletennis.ie,,,not_found,,,0,,,No,,,,,,
playthings.ie,,,not_found,,,0,,,,,,,,,
pleiadianwarrior.ie,,,not_found,,,0,,,,,,,,,
pleiadianwarrioroffical.ie,,,not_found,,,0,,,,,,,,,
plinko.ie,,,not_found,,,0,,,,,,,,,
plspharma.ie,,,not_found,,,0,,,,,,,,,
plumbermeath.ie,,,not_found,,,0,,,,,,,,,
plumbersdundalk.ie,,,not_found,,,0,,,,,,,,,
plumbr.ie,,,not_found,,,0,,,Yes,plumb,,,,,
plusrad.ie,,,not_found,,,0,,,,,,,,,
pmat.ie,,,not_found,,,0,116,1439,No,,,,,2017-11-04,2022-09-21
pmcb.ie,,,not_found,,,0,,,,,,,,,
pmmachinery.ie,,,not_found,,,0,,,,,,,,,
pointvillagecarpark.ie,,,not_found,,,0,,,No,,,,,,
polimorph.ie,,,not_found,,,0,,,,,,,,,
polishconsulatekilkenny.ie,,,not_found,,,0,,,,,,,,,
polishedporcelain.ie,,,not_found,,,0,,,,,,,,,
politees.ie,,,not_found,,,0,0,,No,,,,,,
polycarbonate365.ie,,,not_found,,,0,,,,,,,,,
polyvagalinspiredyoga.ie,,,not_found,,,0,,,,,,,,,
poobags.ie,,,not_found,,,0,,,No,,,,,,
poochesareus.ie,,,not_found,,,0,,,,,,,,,
poochiepetsitter.ie,,,not_found,,,0,0,,No,,,,,,
pooja.ie,,,not_found,,,0,,,,,,,,,
poolbegantibiotics.ie,,,not_found,,,0,,,No,,,,,,
poolbegbio.ie,,,not_found,,,0,,,No,,,,,,
poolbegdata.ie,,,not_found,,,0,,,Yes,data,,,,,
poolbegtherapeutics.ie,,,not_found,,,0,,,No,,,,,,
poolbegtrials.ie,,,not_found,,,0,,,No,,,,,,
poolbegvaccines.ie,,,not_found,,,0,,,No,,,,,,
poop.ie,,,not_found,,,0,,,,,,,,,
popupdublin.ie,,,not_found,,,0,,,,,,,,,
popupwebsites.ie,,,not_found,,,0,,,,,,,,,
portableloos.ie,,,not_found,,,0,,,,,,,,,
portalnews.ie,,,not_found,,,0,,,No,,,,,,
portaloos.ie,,,not_found,,,0,0,,No,,,,,,
portarlingtonmusicalsociety.ie,,,not_found,,,0,0,,,,,,,,
portlaoisemedicalcentre.ie,,,not_found,,,0,,,,,,,,,
pos2.ie,,,not_found,,,0,,,,,,,,,
pos3.ie,,,not_found,,,0,,,,,,,,,
poseyparlour.ie,,,not_found,,,0,,,No,,,,,,
poshposy.ie,,,not_found,,,0,,,,,,,,,
positivehorsemanship.ie,,,not_found,,,0,,,,,,,,,
positivepsychologyinaction.ie,,,not_found,,,0,,,,,,,,,
postalpackaging.ie,,,not_found,,,0,,,,,,,,,
postpartumcoach.ie,,,not_found,,,0,,,,,,,,,
postpartumdoula.ie,,,not_found,,,0,,,,,,,,,
postpartumireland.ie,,,not_found,,,0,,,,,,,,,
potatoland.ie,,,not_found,,,0,0,,No,,,,,,
pottingerparts.ie,,,not_found,,,0,,,Yes,arts,,,,,
pottingersales.ie,,,not_found,,,0,0,,Yes,sales,,,,,
pouchesdirect.ie,,,not_found,,,0,,,No,,,,,,
pouchpoint.ie,,,not_found,,,0,,,No,,,,,,
powdercoat.ie,,,not_found,,,0,,,,,,,,,
powerfinewines.ie,,,not_found,,,0,,,,,,,,,
powerfullogos.ie,,,not_found,,,0,,,,,,,,,
powerof10.ie,,,not_found,,,0,,,,,,,,,
poweroften.ie,,,not_found,,,0,,,,,,,,,
powersceilingsandpartitions.ie,,,not_found,,,0,,,No,,,,,,
powertocompare.ie,,,not_found,,,0,,,,,,,,,
powerwashingandlandscapingcork.ie,,,not_found,,,0,,,,,,,,,
powerwashingkilkenny.ie,,,not_found,,,0,6,525,Yes,kilkenny,,,,2024-03-27,2025-03-23
ppcp.ie,,,not_found,,,0,0,,No,,,,,,
ppeproducts.ie,,,not_found,,,0,,,No,,,,,,
pranawellness.ie,,,not_found,,,0,,,Yes,wellness,,,,,
pranic-psychotherapy.ie,,,not_found,,,0,,,Yes,therapy,,,,,
pranicpsychotherapy.ie,,,not_found,,,0,,,Yes,therapy,,,,,
prebioireland.ie,,,not_found,,,0,,,,,,,,,
prebooktaxi.ie,,,not_found,,,0,,,No,,,,,,
precisionscreed.ie,,,not_found,,,0,15,1435,No,,,,,2021-12-11,2022-09-25
precisionstrutireland.ie,,,not_found,,,0,0,,Yes,ireland,,,,,
predictionbyinvention.ie,,,not_found,,,0,,,No,,,,,,
preempt.ie,,,not_found,,,0,,,No,,,,,,
pregnancytest.ie,,,not_found,,,0,,,,,,,,,
pregnancytips.ie,,,not_found,,,0,0,,No,,,,,,
prelovedsalvage.ie,,,not_found,,,0,,,No,,,,,,
premierbuyinggroup.ie,,,not_found,,,0,,,,,,,,,
premierpaintingwaterford.ie,,,not_found,,,0,,,,,,,,,
premierpetcareplan.ie,,,not_found,,,0,0,,Yes,care,,,,,
premierwash.ie,,,not_found,,,0,,,,,,,,,
premierwealthmanagement.ie,,,not_found,,,0,,,,,,,,,
premiumbathrooms.ie,,,not_found,,,0,,,,,,,,,
premiumbeef.ie,,,not_found,,,0,,,,,,,,,
preprodgeohivelocator.ie,,,not_found,,,0,,,,,,,,,
presenceproject.ie,,,not_found,,,0,,,,,,,,,
pressuremedia.ie,,,not_found,,,0,,,,,,,,,
pressurewashingireland.ie,,,not_found,,,0,0,,Yes,ireland,,,,,
prestigehomecare.ie,,,not_found,,,0,,,Yes,"care, home",,,,,
previse.ie,,,not_found,,,0,,,No,,,,,,
previsetraining.ie,,,not_found,,,0,,,Yes,training,,,,,
pricewatch.ie,,,not_found,,,0,12,3145,,,,,,2007-06-27,2018-01-18
pricewatchers.ie,,,not_found,,,0,0,,,,,,,,
priestess.ie,,,not_found,,,0,,,,,,,,,
primebeef.ie,,,not_found,,,0,,,,,,,,,
primecr.ie,,,not_found,,,0,,,No,,,,,,
primegrove.ie,,,not_found,,,0,,,No,,,,,,
primeirish.ie,,,not_found,,,0,,,,,,,,,
primeirishbeef.ie,,,not_found,,,0,,,,,,,,,
primeirishmeat.ie,,,not_found,,,0,,,,,,,,,
primeirishmeats.ie,,,not_found,,,0,,,,,,,,,
primemaths.ie,,,not_found,,,0,,,,,,,,,
print-for-me.ie,,,not_found,,,0,,,,,,,,,
printerworld.ie,,,not_found,,,0,,,,,,,,,
printmerch.ie,,,not_found,,,0,,,Yes,print,,,,,
printnet.ie,,,not_found,,,0,891,3826,Yes,print,,,,1999-08-27,2016-03-09
printrsign.ie,,,not_found,,,0,,,,,,,,,
priority360.ie,,,not_found,,,0,,,,,,,,,
priorstate.ie,,,not_found,,,0,,,No,,,,,,
pristineequinevaleting.ie,,,not_found,,,0,,,,,,,,,
privacylaw.ie,,,not_found,,,0,18,1617,No,,,,,2017-11-04,2022-03-27
privaris.ie,,,not_found,,,0,,,No,,,,,,
privatehireireland.ie,,,not_found,,,0,0,,Yes,ireland,,,,,
privatemail.ie,,,not_found,,,0,,,,,,,,,
privatesale.ie,,,not_found,,,0,20,9272,No,private sale,,,,2001-02-26,2001-04-11
pro-build.ie,,,not_found,,,0,,,,,,,,,
proactionphotos.ie,,,not_found,,,0,,,Yes,"action, photo",,,,,
procura.ie,,,not_found,,,0,0,,No,,,,,,
procurementpassport.ie,,,not_found,,,0,,,,,,,,,
productcarehome.ie,,,not_found,,,0,,,Yes,"home, care",,,,,
productionservice.ie,,,not_found,,,0,20,1666,Yes,"production, service",,,,2017-11-04,2022-02-06
productionserviceireland.ie,,,not_found,,,0,18,1607,Yes,"production, service, ireland",,,,2017-11-04,2022-04-06
productionservicesireland.ie,,,not_found,,,0,18,1627,Yes,"production, services, ireland",,,,2017-11-04,2022-03-17
professionalacademy.ie,,,not_found,,,0,,,No,,,,,,
professionalbuilder.ie,,,not_found,,,0,,,,,,,,,
professionalprogressionacademy.ie,,,not_found,,,0,,,No,,,,,,
profitable.ie,,,not_found,,,0,,,,,,,,,
profitmasters.ie,,,not_found,,,0,,,,,,,,,
profixmaintenance.ie,,,not_found,,,0,,,Yes,maintenance,,,,,
progressreading360.ie,,,not_found,,,0,0,,No,,,,,,
proiq.ie,,,not_found,,,0,,,,,,,,,
project35.ie,,,not_found,,,0,,,No,,,,,,
projectd.ie,,,not_found,,,0,,,,,,,,,
projecterrigal.ie,,,not_found,,,0,0,,No,,,,,,
projector.ie,,,not_found,,,0,,,,,,,,,
projectorexpert.ie,,,not_found,,,0,,,No,,,,,,
projectum.ie,,,not_found,,,0,,,,,,,,,
promarketing.ie,,,not_found,,,0,,,,,,,,,
promotionnmt.ie,,,not_found,,,0,0,,No,,,,,,
propertyphotos.ie,,,not_found,,,0,,,,,,,,,
propertyrates.ie,,,not_found,,,0,,,,,,,,,
propertyrentregister.ie,,,not_found,,,0,,,Yes,"property, rent",,,,,
propertysolicitorcork.ie,,,not_found,,,0,,,Yes,"solicitor, property, cork",,,,,
proroofers.ie,,,not_found,,,0,,,Yes,roofers (Construction),,,,,
proshot.ie,,,not_found,,,0,,,,,,,,,
prosteampropertymaintenance.ie,,,not_found,,,0,,,,,,,,,
prosteer.ie,,,not_found,,,0,0,,No,,,,,,
protectandsave.ie,,,not_found,,,0,0,,No,,,,,,
proteinbox.ie,,,not_found,,,0,,,No,,,,,,
proteinfoods.ie,,,not_found,,,0,,,Yes,Protein foods,,,,,
proteinpicknmix.ie,,,not_found,,,0,,,,,,,,,
prove.ie,,,not_found,,,0,,,,,,,,,
provenproperties.ie,,,not_found,,,0,,,,,,,,,
proviegirl.ie,,,not_found,,,0,,,,,,,,,
prudentvillage.ie,,,not_found,,,0,,,,,,,,,
prytana.ie,,,not_found,,,0,,,,,,,,,
psychiatryireland.ie,,,not_found,,,0,,,,,,,,,
psychicreadings.ie,,,not_found,,,0,,,No,,,,,,
psychoptics.ie,,,not_found,,,0,,,No,,,,,,
psychoticmasks.ie,,,not_found,,,0,,,No,,,,,,
pubandclubspy.ie,,,not_found,,,0,,,,,,,,,
pubgames.ie,,,not_found,,,0,0,,Yes,game,,,,,
publicbodydigitalawards.ie,,,not_found,,,0,,,,,,,,,
pubsireland.ie,,,not_found,,,0,,,Yes,ireland,,,,,
puentesolas.ie,,,not_found,,,0,,,,,,,,,
puervitae.ie,,,not_found,,,0,,,,,,,,,
puffbar.ie,,,not_found,,,0,,,,,,,,,
puffymind.ie,,,not_found,,,0,,,,,,,,,
puja.ie,,,not_found,,,0,,,,,,,,,
pulledloaded.ie,,,not_found,,,0,,,,,,,,,
pulselaserclean.ie,,,not_found,,,0,,,Yes,clean,,,,,
pumpswap.ie,,,not_found,,,0,,,No,,,,,,
punc.ie,,,not_found,,,0,,,No,,,,,,
pure80s.ie,,,not_found,,,0,,,No,,,,,,
puredetailing.ie,,,not_found,,,0,,,No,,,,,,
purefloirda.ie,,,not_found,,,0,,,No,,,,,,
pureflorida.ie,,,not_found,,,0,,,No,,,,,,
pureholidays.ie,,,not_found,,,0,,,,,,,,,
purelydiamonds.ie,,,not_found,,,0,21,1637,No,,,,,2017-11-04,2022-03-07
puremortgages.ie,,,not_found,,,0,,,,,,,,,
purenaturalhonest.ie,,,not_found,,,0,,,,,,,,,
purepadelwaterford.ie,,,not_found,,,0,,,,,,,,,
purepensions.ie,,,not_found,,,0,,,,,,,,,
pureqistudio.ie,,,not_found,,,0,,,Yes,studio,,,,,
pureweb.ie,,,not_found,,,0,0,,No,,,,,,
purisafe.ie,,,not_found,,,0,0,,No,,,,,,
purr.ie,,,not_found,,,0,217,720,No,,,,,2009-09-04,2024-09-09
q-pack.ie,,,not_found,,,0,0,,No,,,,,,
q-tec.ie,,,not_found,,,0,,,,,,,,,
q9.ie,,,not_found,,,0,,,,,,,,,
qafield.ie,,,not_found,,,0,0,,No,,,,,,
qai.ie,,,not_found,,,0,,,,,,,,,
qde.ie,,,not_found,,,0,,,,,,,,,
qfnordering.ie,,,not_found,,,0,,,,,,,,,
qliving.ie,,,not_found,,,0,,,,,,,,,
qls.ie,,,not_found,,,0,,,,,,,,,
qpack.ie,,,not_found,,,0,0,,No,,,,,,
qparts.ie,,,not_found,,,0,,,Yes,arts,,,,,
qrgraves.ie,,,not_found,,,0,,,,,,,,,
qrikpa.ie,,,not_found,,,0,0,,No,,,,,,
qrip.ie,,,not_found,,,0,,,,,,,,,
qualityrealty.ie,,,not_found,,,0,,,,,,,,,
qualitytraining.ie,,,not_found,,,0,0,,Yes,training,,,,,
que.ie,,,not_found,,,0,,,No,,,,,,
queers.ie,,,not_found,,,0,,,,,,,,,
questiondocumentsireland.ie,,,not_found,,,0,20,3211,Yes,ireland,,,,2017-11-04,2017-11-14
quicklee.ie,,,not_found,,,0,,,No,,,,,,
quickparkdublin.ie,,,not_found,,,0,,,Yes,dublin,,,,,
quickphonefixcavan.ie,,,not_found,,,0,,,,,,,,,
quickpickpizzaonline.ie,,,not_found,,,0,,,,,,,,,
quicktour.ie,,,not_found,,,0,,,Yes,tour,,,,,
quietbox.ie,,,not_found,,,0,,,No,,,,,,
quietfriday.ie,,,not_found,,,0,,,No,,,,,,
quietfridays.ie,,,not_found,,,0,,,No,,,,,,
quikbasket.ie,,,not_found,,,0,,,,,,,,,
quikplates.ie,,,not_found,,,0,,,No,,,,,,
quillsirishgiftstore.ie,,,not_found,,,0,,,Yes,irish,,,,,
quillsirishstore.ie,,,not_found,,,0,,,Yes,irish,,,,,
quillsirishstores.ie,,,not_found,,,0,,,Yes,irish,,,,,
quinnfinancial.ie,,,not_found,,,0,,,,,,,,,
quirk.ie,,,not_found,,,0,4,1661,,,,,,2021-12-13,2022-02-10
quiz-room.ie,,,not_found,,,0,,,Yes,room,,,,,
quizguys.ie,,,not_found,,,0,,,No,,,,,,
quotapulse.ie,,,not_found,,,0,,,,,,,,,
quotemate.ie,,,not_found,,,0,0,,No,,,,,,
quranacademy.ie,,,not_found,,,0,,,,,,,,,
qwe.ie,,,not_found,,,0,,,,,,,,,
rabri.ie,,,not_found,,,0,,,No,,,,,,
rachelshaw.ie,,,not_found,,,0,,,No,,,,,,
rackcoffee.ie,,,not_found,,,0,,,,,,,,,
radianthues.ie,,,not_found,,,0,,,No,,,,,,
radicalneurodivergence.ie,,,not_found,,,0,,,,,,,,,
radicalneurodiversity.ie,,,not_found,,,0,,,,,,,,,
radicalresults.ie,,,not_found,,,0,,,,,,,,,
raffleitnow.ie,,,not_found,,,0,,,,,,,,,
rafteryspub.ie,,,not_found,,,0,,,Yes,after,,,,,
ragavan.ie,,,not_found,,,0,,,,,,,,,
raienergy.ie,,,not_found,,,0,8,721,No,,,,,2017-11-04,2024-09-08
raileyconsultancy.ie,,,not_found,,,0,,,,,,,,,
rainbetcasino.ie,,,not_found,,,0,,,,,,,,,
rainbowclinic.ie,,,not_found,,,0,,,Yes,clinic,,,,,
rainforestfriendly.ie,,,not_found,,,0,,,No,,,,,,
raisingthegame.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegameagriculture.ie,,,not_found,,,0,0,,Yes,"agriculture, game",,,,,
raisingthegameapprenticeships.ie,,,not_found,,,0,0,,Yes,"rent, game",,,,,
raisingthegamebeef.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegamebutcheryskills.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegamecareerdevelopment.ie,,,not_found,,,0,0,,Yes,"game, care",,,,,
raisingthegameclub.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegamecookingskills.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegameculinaryarts.ie,,,not_found,,,0,0,,Yes,"arts, game",,,,,
raisingthegamefarms.ie,,,not_found,,,0,0,,Yes,"arms, game",,,,,
raisingthegamefutureofsustainablefood.ie,,,not_found,,,0,0,,Yes,"food, game",,,,,
raisingthegamemeat.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegamerestaurantathome.ie,,,not_found,,,0,0,,Yes,"restaurant, game, home",,,,,
raisingthegamesapprenticeships.ie,,,not_found,,,0,0,,Yes,"rent, game",,,,,
raisingthegamesbeef.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegamesmeat.ie,,,not_found,,,0,0,,Yes,game,,,,,
raisingthegamesrestaurantathome.ie,,,not_found,,,0,0,,Yes,"restaurant, game, home",,,,,
raisingthegamessustainableagriculture.ie,,,not_found,,,0,0,,Yes,"agriculture, game",,,,,
raisingthegamesustainableagriculture.ie,,,not_found,,,0,0,,Yes,"agriculture, game",,,,,
ranelaghlaw.ie,,,not_found,,,0,,,,,,,,,
ranelaghmediation.ie,,,not_found,,,0,,,,,,,,,
rapidtrades.ie,,,not_found,,,0,,,,,,,,,
rapidtrivia.ie,,,not_found,,,0,0,,No,,,,,,
rarekind.ie,,,not_found,,,0,0,,No,,,,,,
rashasbeauty.ie,,,not_found,,,0,,,,,,,,,
raspberry.ie,,,not_found,,,0,,,No,,,,,,
ratecards.ie,,,not_found,,,0,,,,,,,,,
rateme.ie,,,not_found,,,0,,,No,,,,,,
rathbornelrdsubstationamendment.ie,,,not_found,,,0,2,544,,,,,,2024-08-28,2025-03-04
rathgarthaitherapy.ie,,,not_found,,,0,,,,,,,,,
rathgarvillage.ie,,,not_found,,,0,,,,,,,,,
rathminescampus.ie,,,not_found,,,0,,,,,,,,,
rathwoodevents.ie,,,not_found,,,0,,,,,,,,,
ratoathlrd.ie,,,not_found,,,0,40,,,,,,,2025-12-07,2026-01-04
ravebingo.ie,,,not_found,,,0,,,,,,,,,
rayzethegame.ie,,,not_found,,,0,,,Yes,game,,,,,
razorbilltechnology.ie,,,not_found,,,0,,,,,,,,,
razrbill.ie,,,not_found,,,0,,,,,,,,,
rcamedia.ie,,,not_found,,,0,,,,,,,,,
rccc.ie,,,not_found,,,0,,,No,,,,,,
rcflogistics.ie,,,not_found,,,0,,,,,,,,,
rcpainting.ie,,,not_found,,,0,,,Yes,painting,,,,,
rdlearninganddevelopment.ie,,,not_found,,,0,,,,,,,,,
rdt.ie,,,not_found,,,0,,,No,,,,,,
re-call.ie,,,not_found,,,0,,,,,,,,,
re-pod.ie,,,not_found,,,0,,,,,,,,,
reachingouttoourtrees.ie,,,not_found,,,0,,,,,,,,,
reachjobs.ie,,,not_found,,,0,,,No,,,,,,
reachli.ie,,,not_found,,,0,0,,No,,,,,,
reachvixdigital.ie,,,not_found,,,0,,,,,,,,,
reactivemetrics.ie,,,not_found,,,0,0,,No,,,,,,
ready-golf.ie,,,not_found,,,0,,,,,,,,,
ready-to-work.ie,,,not_found,,,0,,,,,,,,,
readyfitdoors.ie,,,not_found,,,0,,,No,,,,,,
realesource.ie,,,not_found,,,0,,,,,,,,,
realestateireland.ie,,,not_found,,,0,,,,,,,,,
realestateservice.ie,,,not_found,,,0,,,,,,,,,
realhotbitches.ie,,,not_found,,,0,0,,Yes,real,,,,,
realirishchicken.ie,,,not_found,,,0,5,2546,Yes,"irish, real",,,,2017-11-04,2019-09-10
reality360.ie,,,not_found,,,0,,,Yes,real,,,,,
realtoo.ie,,,not_found,,,0,,,,,,,,,
rebalanceholistictherapy.ie,,,not_found,,,0,,,Yes,"holistic, therapy",,,,,
rebelarcheryclubcork.ie,,,not_found,,,0,,,Yes,cork,,,,,
rebootretail.ie,,,not_found,,,0,0,,No,,,,,,
rebuild-ex.ie,,,not_found,,,0,0,,Yes,build,,,,,
rebuild.ie,,,not_found,,,0,,,Yes,build,,,,,
rebuildphysio.ie,,,not_found,,,0,,,,,,,,,
rec23.ie,,,not_found,,,0,,,No,,,,,,
recalldental.ie,,,not_found,,,0,,,,,,,,,
rechargeyoga.ie,,,not_found,,,0,14,735,Yes,yoga,,,,2021-12-14,2024-08-25
recklessinlove.ie,,,not_found,,,0,,,No,,,,,,
recon.ie,,,not_found,,,0,,,No,,,,,,
reconnectandrenew.ie,,,not_found,,,0,,,,,,,,,
recoverycorner.ie,,,not_found,,,0,,,Yes,recovery,,,,,
recoverysws.ie,,,not_found,,,0,,,,,,,,,
recpro.ie,,,not_found,,,0,7,524,No,,,,,2024-05-15,2025-03-24
recruitmentagency.ie,,,not_found,,,0,,,Yes,"recruitment, agency",,,,,
redermic.ie,,,not_found,,,0,,,,,,,,,
redherringclonmel.ie,,,not_found,,,0,,,,,,,,,
redlineconsulting.ie,,,not_found,,,0,16,1434,Yes,consulting,,,,2021-12-14,2022-09-26
redundo.ie,,,not_found,,,0,0,,No,,,,,,
redwoodsolar.ie,,,not_found,,,0,0,,Yes,wood,,,,,
reekon.ie,,,not_found,,,0,,,,,,,,,
reeks.ie,,,not_found,,,0,,,,,,,,,
reeltruth.ie,,,not_found,,,0,,,,,,,,,
refillireland.ie,,,not_found,,,0,,,Yes,ireland,,,,,
reflectgeneralmaintenance.ie,,,not_found,,,0,,,Yes,maintenance,,,,,
reforestation.ie,,,not_found,,,0,,,No,,,,,,
regenerate.ie,,,not_found,,,0,,,,,,,,,
regenerateireland.ie,,,not_found,,,0,,,Yes,ireland,,,,,
registeredofficeireland.ie,,,not_found,,,0,,,Yes,ireland,,,,,
registeririshcompany.ie,,,not_found,,,0,,,Yes,irish,,,,,
rehabphysiowicklow.ie,,,not_found,,,0,0,,Yes,"wicklow, physio, rehab",,,,,
rehoboth.ie,,,not_found,,,0,,,,,,,,,
reign.ie,,,not_found,,,0,,,No,,,,,,
reikihealingireland.ie,,,not_found,,,0,90,4623,Yes,"healing, ireland, reiki",,,,2011-05-02,2014-01-02
rekka.ie,,,not_found,,,0,,,,,,,,,
reklamera.ie,,,not_found,,,0,,,,,,,,,
relationshipmentoring.ie,,,not_found,,,0,,,No,,,,,,
relativevalues.ie,,,not_found,,,0,,,No,,,,,,
releasedesign.ie,,,not_found,,,0,,,,,,,,,
reluctanthealth.ie,,,not_found,,,0,,,,,,,,,
remamakes.ie,,,not_found,,,0,,,No,,,,,,
remaxblanchardstown.ie,,,not_found,,,0,,,,,,,,,
remodellinglandscapes.ie,,,not_found,,,0,,,Yes,landscape,,,,,
remotely.ie,,,not_found,,,0,,,,,,,,,
renaogalway.ie,,,not_found,,,0,,,Yes,galway,,,,,
renewablehubs.ie,,,not_found,,,0,,,,,,,,,
renewconcepts.ie,,,not_found,,,0,,,No,,,,,,
rensafiltration.ie,,,not_found,,,0,,,No,,,,,,
rentaros.ie,,,not_found,,,0,,,,,,,,,
renthunter.ie,,,not_found,,,0,,,,,,,,,
rentova.ie,,,not_found,,,0,,,Yes,rent,,,,,
rentstream.ie,,,not_found,,,0,,,Yes,rent,,,,,
rentthisholidayhome.ie,,,not_found,,,0,,,,,,,,,
renttobuy.ie,,,not_found,,,0,,,Yes,rent,,,,,
renttoownhomes.ie,,,not_found,,,0,,,Yes,"rent, home",,,,,
renture.ie,,,not_found,,,0,,,,,,,,,
renvylelodges.ie,,,not_found,,,0,,,,,,,,,
reobrix.ie,,,not_found,,,0,0,,No,,,,,,
repa.ie,,,not_found,,,0,,,,,,,,,
repfitness.ie,,,not_found,,,0,,,Yes,fitness,,,,,
rephone.ie,,,not_found,,,0,,,No,,,,,,
repod.ie,,,not_found,,,0,,,,,,,,,
representcomms.ie,,,not_found,,,0,,,No,,,,,,
republicofunitedireland.ie,,,not_found,,,0,,,,,,,,,
resack.ie,,,not_found,,,0,,,,,,,,,
researchera.ie,,,not_found,,,0,,,No,,,,,,
resellerhosting.ie,,,not_found,,,0,,,No,,,,,,
resellvouchers.ie,,,not_found,,,0,,,,,,,,,
reshopx.ie,,,not_found,,,0,,,,,,,,,
residentspace.ie,,,not_found,,,0,,,,,,,,,
resilienceinstitute.ie,,,not_found,,,0,,,No,,,,,,
resilientbychoice.ie,,,not_found,,,0,,,No,,,,,,
resilon.ie,,,not_found,,,0,,,,,,,,,
resinbonddublin.ie,,,not_found,,,0,,,Yes,dublin,,,,,
responsiblepersontraining.ie,,,not_found,,,0,,,Yes,training,,,,,
restoriron.ie,,,not_found,,,0,,,,,,,,,
resultsfm.ie,,,not_found,,,0,,,No,,,,,,
resurface.ie,,,not_found,,,0,,,No,,,,,,
retailconnex.ie,,,not_found,,,0,,,No,,,,,,
retech.ie,,,not_found,,,0,,,Yes,tech,,,,,
retinaassociatesofireland.ie,,,not_found,,,0,,,,,,,,,
retinalassociatesofireland.ie,,,not_found,,,0,,,,,,,,,
retirementinireland.ie,,,not_found,,,0,,,Yes,ireland,,,,,
retrocampervanhire.ie,,,not_found,,,0,,,,,,,,,
retrogamerireland.ie,,,not_found,,,0,,,Yes,"ireland, game",,,,,
retrohitsradio.ie,,,not_found,,,0,,,,,,,,,
retrotip.ie,,,not_found,,,0,,,,,,,,,
revari.ie,,,not_found,,,0,,,No,,,,,,
revenue-audit.ie,,,not_found,,,0,,,Yes,audit,,,,,
reveriestudio.ie,,,not_found,,,0,,,Yes,studio,,,,,
revicomply.ie,,,not_found,,,0,,,,,,,,,
revspizza.ie,,,not_found,,,0,,,No,,,,,,
rewildesque.ie,,,not_found,,,0,,,No,,,,,,
rewildnation.ie,,,not_found,,,0,,,No,,,,,,
rexa.ie,,,not_found,,,0,,,No,,,,,,
rfcproperty.ie,,,not_found,,,0,,,,,,,,,
rfcpropertysupport.ie,,,not_found,,,0,,,,,,,,,
rfes.ie,,,not_found,,,0,,,No,,,,,,
rfn.ie,,,not_found,,,0,,,,,,,,,
rgbtv.ie,,,not_found,,,0,,,,,,,,,
rhcoaching.ie,,,not_found,,,0,,,Yes,coaching,,,,,
